date,region,confirmed,deaths
2021-04-23,Vancouver (BC),123758,1554
2021-04-24,Portland (Multnomah Co),35827,583
2021-04-24,Seattle (King Co),99553,1506
2021-04-24,Vancouver (BC),124639,1563
2021-04-25,Portland (Multnomah Co),35993,583
2021-04-25,Seattle (King Co),99553,1506
2021-04-25,Vancouver (BC),125486,1568
2021-04-26,Portland (Multnomah Co),36238,586
2021-04-26,Seattle (King Co),100278,1507
2021-04-26,Vancouver (BC),126249,1571
2021-04-27,Portland (Multnomah Co),36242,586
2021-04-27,Seattle (King Co),100479,1509
2021-04-27,Vancouver (BC),127048,1571
2021-04-28,Portland (Multnomah Co),36428,586
2021-04-28,Seattle (King Co),100955,1514
2021-04-28,Vancouver (BC),127889,1576
2021-04-29,Portland (Multnomah Co),36553,586
2021-04-29,Seattle (King Co),101483,1515
2021-04-29,Vancouver (BC),128742,1577
2021-04-30,Portland (Multnomah Co),36746,586
2021-04-30,Seattle (King Co),101885,1517
2021-04-30,Vancouver (BC),129482,1581
2021-05-01,Portland (Multnomah Co),36859,586
2021-05-01,Seattle (King Co),102351,1517
2021-05-01,Vancouver (BC),130317,1581
2021-05-02,Portland (Multnomah Co),37049,586
2021-05-02,Seattle (King Co),102351,1517
2021-05-02,Vancouver (BC),130988,1581
2021-05-03,Portland (Multnomah Co),37221,587
2021-05-03,Seattle (King Co),103119,1519
2021-05-03,Vancouver (BC),131656,1594
2021-05-04,Portland (Multnomah Co),37286,587
2021-05-04,Seattle (King Co),103353,1526
2021-05-04,Vancouver (BC),132353,1594
2021-05-05,Portland (Multnomah Co),37484,590
2021-05-05,Seattle (King Co),103865,1526
2021-05-05,Vancouver (BC),132925,1594
2021-05-06,Portland (Multnomah Co),37544,590
2021-05-06,Seattle (King Co),104211,1529
2021-05-06,Vancouver (BC),133619,1595
2021-05-07,Portland (Multnomah Co),37752,593
2021-05-07,Seattle (King Co),104575,1534
2021-05-07,Vancouver (BC),134341,1602
2021-05-08,Portland (Multnomah Co),37830,593
2021-05-08,Seattle (King Co),104965,1534
2021-05-08,Vancouver (BC),134937,1614
2021-05-09,Portland (Multnomah Co),37970,593
2021-05-09,Seattle (King Co),104965,1534
2021-05-09,Vancouver (BC),135542,1618
2021-05-10,Portland (Multnomah Co),38089,597
2021-05-10,Seattle (King Co),105425,1537
2021-05-10,Vancouver (BC),136108,1622
2021-05-11,Portland (Multnomah Co),38115,597
2021-05-11,Seattle (King Co),105692,1540
2021-05-11,Vancouver (BC),136623,1624
2021-05-12,Portland (Multnomah Co),38207,597
2021-05-12,Seattle (King Co),105969,1543
2021-05-12,Vancouver (BC),137223,1625
2021-05-13,Portland (Multnomah Co),38352,597
2021-05-13,Seattle (King Co),106277,1546
2021-05-13,Vancouver (BC),137810,1632
2021-05-14,Portland (Multnomah Co),38497,604
2021-05-14,Seattle (King Co),106942,1542
2021-05-14,Vancouver (BC),138304,1634
2021-05-15,Portland (Multnomah Co),38618,604
2021-05-15,Seattle (King Co),107149,1542
2021-05-15,Vancouver (BC),138747,1634
2021-05-16,Portland (Multnomah Co),38714,604
2021-05-16,Seattle (King Co),107149,1542
2021-05-16,Vancouver (BC),139240,1634
2021-05-17,Portland (Multnomah Co),38829,612
2021-05-17,Seattle (King Co),107368,1548
2021-05-17,Vancouver (BC),139664,1648
2021-05-18,Portland (Multnomah Co),38829,612
2021-05-18,Seattle (King Co),107464,1552
2021-05-18,Vancouver (BC),140075,1650
2021-05-19,Portland (Multnomah Co),38919,615
2021-05-19,Seattle (King Co),107634,1556
2021-05-19,Vancouver (BC),140596,1658
2021-05-20,Portland (Multnomah Co),38947,615
2021-05-20,Seattle (King Co),107847,1557
2021-05-20,Vancouver (BC),140953,1661
2021-05-21,Portland (Multnomah Co),39010,615
2021-05-21,Seattle (King Co),108122,1561
2021-05-21,Vancouver (BC),141373,1667
2021-05-22,Portland (Multnomah Co),39069,615
2021-05-22,Seattle (King Co),108122,1561
2021-05-22,Vancouver (BC),141729,1667
2021-05-23,Portland (Multnomah Co),39137,615
2021-05-23,Seattle (King Co),108122,1561
2021-05-23,Vancouver (BC),142054,1667
2021-05-24,Portland (Multnomah Co),39257,616
2021-05-24,Seattle (King Co),108510,1564
2021-05-24,Vancouver (BC),142347,1679
2021-05-25,Portland (Multnomah Co),39257,616
2021-05-25,Seattle (King Co),108616,1567
2021-05-25,Vancouver (BC),142636,1680
2021-05-26,Portland (Multnomah Co),39370,620
2021-05-26,Seattle (King Co),108916,1571
2021-05-26,Vancouver (BC),142886,1683
2021-05-27,Portland (Multnomah Co),39370,620
2021-05-27,Seattle (King Co),109159,1576
2021-05-27,Vancouver (BC),143264,1690
2021-05-28,Portland (Multnomah Co),39422,620
2021-05-28,Seattle (King Co),109360,1579
2021-05-28,Vancouver (BC),143581,1692
2021-05-29,Portland (Multnomah Co),39479,620
2021-05-29,Seattle (King Co),109531,1579
2021-05-29,Vancouver (BC),143839,1699
2021-05-30,Portland (Multnomah Co),39543,620
2021-05-30,Seattle (King Co),109531,1579
2021-05-30,Vancouver (BC),144077,1700
2021-05-31,Portland (Multnomah Co),39663,627
2021-05-31,Seattle (King Co),109531,1579
2021-05-31,Vancouver (BC),144289,1703
2021-06-01,Portland (Multnomah Co),39663,627
2021-06-01,Seattle (King Co),109759,1587
2021-06-01,Vancouver (BC),144473,1703
2021-06-02,Portland (Multnomah Co),39720,627
2021-06-02,Seattle (King Co),109859,1590
2021-06-02,Vancouver (BC),144667,1707
2021-06-03,Portland (Multnomah Co),39720,627
2021-06-03,Seattle (King Co),109997,1593
2021-06-03,Vancouver (BC),144866,1709
2021-06-04,Portland (Multnomah Co),39805,628
2021-06-04,Seattle (King Co),110119,1595
2021-06-04,Vancouver (BC),145049,1710
2021-06-05,Portland (Multnomah Co),39805,628
2021-06-05,Seattle (King Co),110260,1595
2021-06-05,Vancouver (BC),145266,1719
2021-06-06,Portland (Multnomah Co),39822,628
2021-06-06,Seattle (King Co),110340,1595
2021-06-06,Vancouver (BC),145397,1720
2021-06-07,Portland (Multnomah Co),39893,629
2021-06-07,Seattle (King Co),110419,1591
2021-06-07,Vancouver (BC),145530,1722
2021-06-08,Portland (Multnomah Co),39893,629
2021-06-08,Seattle (King Co),110567,1597
2021-06-08,Vancouver (BC),145695,1722
2021-06-09,Portland (Multnomah Co),39996,631
2021-06-09,Seattle (King Co),110719,1606
2021-06-09,Vancouver (BC),145843,1725
2021-06-10,Portland (Multnomah Co),39996,631
2021-06-10,Seattle (King Co),110871,1613
2021-06-10,Vancouver (BC),145996,1729
2021-06-11,Portland (Multnomah Co),40095,632
2021-06-11,Seattle (King Co),110939,1616
2021-06-11,Vancouver (BC),146176,1730
2021-06-12,Portland (Multnomah Co),40095,632
2021-06-12,Seattle (King Co),111051,1616
2021-06-12,Vancouver (BC),146272,1730
2021-06-13,Portland (Multnomah Co),40113,632
2021-06-13,Seattle (King Co),111108,1617
2021-06-13,Vancouver (BC),146385,1730
2021-06-14,Portland (Multnomah Co),40141,632
2021-06-14,Seattle (King Co),111166,1617
2021-06-14,Vancouver (BC),146453,1734
2021-06-15,Portland (Multnomah Co),40171,632
2021-06-15,Seattle (King Co),111242,1619
2021-06-15,Vancouver (BC),146561,1734
2021-06-16,Portland (Multnomah Co),40278,635
2021-06-16,Seattle (King Co),111353,1618
2021-06-16,Vancouver (BC),146674,1738
2021-06-17,Portland (Multnomah Co),40278,635
2021-06-17,Seattle (King Co),111427,1613
2021-06-17,Vancouver (BC),146794,1739
2021-06-18,Portland (Multnomah Co),40280,635
2021-06-18,Seattle (King Co),111511,1614
2021-06-18,Vancouver (BC),146902,1740
2021-06-19,Portland (Multnomah Co),40316,635
2021-06-19,Seattle (King Co),111586,1618
2021-06-19,Vancouver (BC),146996,1740
2021-06-20,Portland (Multnomah Co),40354,635
2021-06-20,Seattle (King Co),111648,1618
2021-06-20,Vancouver (BC),147086,1740
2021-06-21,Portland (Multnomah Co),40371,635
2021-06-21,Seattle (King Co),111708,1618
2021-06-21,Vancouver (BC),147131,1743
2021-06-22,Portland (Multnomah Co),40396,635
2021-06-22,Seattle (King Co),111759,1620
2021-06-22,Vancouver (BC),147184,1743
2021-06-23,Portland (Multnomah Co),40504,636
2021-06-23,Seattle (King Co),112166,1652
2021-06-23,Vancouver (BC),147271,1744
2021-06-24,Portland (Multnomah Co),40504,636
2021-06-24,Seattle (King Co),112250,1654
2021-06-24,Vancouver (BC),147346,1747
2021-06-25,Portland (Multnomah Co),40574,636
2021-06-25,Seattle (King Co),112293,1660
2021-06-25,Vancouver (BC),147418,1749
2021-06-26,Portland (Multnomah Co),40574,636
2021-06-26,Seattle (King Co),112380,1659
2021-06-26,Vancouver (BC),147475,1749
2021-06-27,Portland (Multnomah Co),40574,636
2021-06-27,Seattle (King Co),112443,1659
2021-06-27,Vancouver (BC),147511,1749
2021-06-28,Portland (Multnomah Co),40616,638
2021-06-28,Seattle (King Co),112482,1659
2021-06-28,Vancouver (BC),147549,1754
2021-06-29,Portland (Multnomah Co),40616,638
2021-06-29,Seattle (King Co),112516,1659
2021-06-29,Vancouver (BC),147578,1754
2021-06-30,Portland (Multnomah Co),40616,638
2021-06-30,Seattle (King Co),112567,1664
2021-06-30,Vancouver (BC),147621,1754
2021-07-01,Portland (Multnomah Co),40663,639
2021-07-01,Seattle (King Co),112672,1665
2021-07-01,Vancouver (BC),147670,1754
2021-07-02,Portland (Multnomah Co),40663,639
2021-07-02,Seattle (King Co),112751,1666
2021-07-02,Vancouver (BC),147705,1756
2021-07-03,Portland (Multnomah Co),40663,639
2021-07-03,Seattle (King Co),112751,1666
2021-07-03,Vancouver (BC),147735,1756
2021-07-04,Portland (Multnomah Co),40663,639
2021-07-04,Seattle (King Co),112751,1666
2021-07-04,Vancouver (BC),147772,1756
2021-07-05,Portland (Multnomah Co),40663,639
2021-07-05,Seattle (King Co),112751,1666
2021-07-05,Vancouver (BC),147790,1759
2021-07-06,Portland (Multnomah Co),40748,639
2021-07-06,Seattle (King Co),112996,1666
2021-07-06,Vancouver (BC),147797,1759
2021-07-07,Portland (Multnomah Co),40748,639
2021-07-07,Seattle (King Co),113092,1672
2021-07-07,Vancouver (BC),147856,1759
2021-07-08,Portland (Multnomah Co),40798,639
2021-07-08,Seattle (King Co),113207,1673
2021-07-08,Vancouver (BC),147915,1760
2021-07-09,Portland (Multnomah Co),40817,640
2021-07-09,Seattle (King Co),113296,1674
2021-07-09,Vancouver (BC),148031,1760
2021-07-10,Portland (Multnomah Co),40817,640
2021-07-10,Seattle (King Co),113296,1674
2021-07-10,Vancouver (BC),148077,1760
2021-07-11,Portland (Multnomah Co),40817,640
2021-07-11,Seattle (King Co),113296,1674
2021-07-11,Vancouver (BC),148124,1760
2021-07-12,Portland (Multnomah Co),40894,641
2021-07-12,Seattle (King Co),113660,1674
2021-07-12,Vancouver (BC),148154,1760
2021-07-13,Portland (Multnomah Co),40894,641
2021-07-13,Seattle (King Co),113784,1680
2021-07-13,Vancouver (BC),148187,1760
2021-07-14,Portland (Multnomah Co),40917,642
2021-07-14,Seattle (King Co),113955,1682
2021-07-14,Vancouver (BC),148228,1760
2021-07-15,Portland (Multnomah Co),40917,642
2021-07-15,Seattle (King Co),114099,1683
2021-07-15,Vancouver (BC),148286,1761
2021-07-16,Portland (Multnomah Co),40982,642
2021-07-16,Seattle (King Co),114231,1686
2021-07-16,Vancouver (BC),148331,1761
2021-07-17,Portland (Multnomah Co),40982,642
2021-07-17,Seattle (King Co),114231,1686
2021-07-17,Vancouver (BC),148387,1761
2021-07-18,Portland (Multnomah Co),40982,642
2021-07-18,Seattle (King Co),114231,1686
2021-07-18,Vancouver (BC),148447,1761
2021-07-19,Portland (Multnomah Co),41133,642
2021-07-19,Seattle (King Co),114692,1686
2021-07-19,Vancouver (BC),148487,1763
2021-07-20,Portland (Multnomah Co),41161,642
2021-07-20,Seattle (King Co),114750,1684
2021-07-20,Vancouver (BC),148563,1763
2021-07-21,Portland (Multnomah Co),41167,642
2021-07-21,Seattle (King Co),114969,1684
2021-07-21,Vancouver (BC),148641,1763
2021-07-22,Portland (Multnomah Co),41221,642
2021-07-22,Seattle (King Co),115234,1684
2021-07-22,Vancouver (BC),148730,1763
2021-07-23,Portland (Multnomah Co),41288,642
2021-07-23,Seattle (King Co),115481,1684
2021-07-23,Vancouver (BC),148842,1767
2021-07-24,Portland (Multnomah Co),41288,642
2021-07-24,Seattle (King Co),115481,1684
2021-07-24,Vancouver (BC),148936,1767
2021-07-25,Portland (Multnomah Co),41288,642
2021-07-25,Seattle (King Co),115481,1684
2021-07-25,Vancouver (BC),149015,1767
2021-07-26,Portland (Multnomah Co),41482,642
2021-07-26,Seattle (King Co),116199,1684
2021-07-26,Vancouver (BC),149109,1768
2021-07-27,Portland (Multnomah Co),41554,642
2021-07-27,Seattle (King Co),116357,1684
2021-07-27,Vancouver (BC),149259,1768
2021-07-28,Portland (Multnomah Co),41633,642
2021-07-28,Seattle (King Co),116680,1683
2021-07-28,Vancouver (BC),149444,1771
2021-07-29,Portland (Multnomah Co),41723,642
2021-07-29,Seattle (King Co),116790,1683
2021-07-29,Vancouver (BC),149646,1771
2021-07-30,Portland (Multnomah Co),41855,642
2021-07-30,Seattle (King Co),116839,1684
2021-07-30,Vancouver (BC),149889,1771
2021-07-31,Portland (Multnomah Co),41855,642
2021-07-31,Seattle (King Co),116839,1684
2021-07-31,Vancouver (BC),150049,1771
2021-08-01,Portland (Multnomah Co),41855,642
2021-08-01,Seattle (King Co),116839,1684
2021-08-01,Vancouver (BC),150245,1771
2021-08-02,Portland (Multnomah Co),42172,642
2021-08-02,Seattle (King Co),117478,1684
2021-08-02,Vancouver (BC),150430,1771
2021-08-03,Portland (Multnomah Co),42285,642
2021-08-03,Seattle (King Co),118747,1685
2021-08-03,Vancouver (BC),150631,1772
2021-08-04,Portland (Multnomah Co),42425,642
2021-08-04,Seattle (King Co),119361,1686
2021-08-04,Vancouver (BC),150973,1772
2021-08-05,Portland (Multnomah Co),42596,642
2021-08-05,Seattle (King Co),120000,1692
2021-08-05,Vancouver (BC),151375,1772
2021-08-06,Portland (Multnomah Co),42689,642
2021-08-06,Seattle (King Co),120556,1690
2021-08-06,Vancouver (BC),151839,1772
2021-08-07,Portland (Multnomah Co),42689,642
2021-08-07,Seattle (King Co),120556,1690
2021-08-07,Vancouver (BC),152261,1772
2021-08-08,Portland (Multnomah Co),42689,642
2021-08-08,Seattle (King Co),120556,1690
2021-08-08,Vancouver (BC),152625,1772
2021-08-09,Portland (Multnomah Co),43222,642
2021-08-09,Seattle (King Co),122130,1690
2021-08-09,Vancouver (BC),152918,1777
2021-08-10,Portland (Multnomah Co),43352,642
2021-08-10,Seattle (King Co),122724,1698
2021-08-10,Vancouver (BC),153313,1777
2021-08-11,Portland (Multnomah Co),43504,642
2021-08-11,Seattle (King Co),123332,1702
2021-08-11,Vancouver (BC),153849,1778
2021-08-12,Portland (Multnomah Co),43699,642
2021-08-12,Seattle (King Co),124190,1702
2021-08-12,Vancouver (BC),154362,1779
2021-08-13,Portland (Multnomah Co),43831,642
2021-08-13,Seattle (King Co),124954,1707
2021-08-13,Vancouver (BC),155079,1779
2021-08-14,Portland (Multnomah Co),43831,642
2021-08-14,Seattle (King Co),124954,1707
2021-08-14,Vancouver (BC),155611,1779
2021-08-15,Portland (Multnomah Co),43831,642
2021-08-15,Seattle (King Co),124954,1707
2021-08-15,Vancouver (BC),156052,1779
2021-08-16,Portland (Multnomah Co),44327,642
2021-08-16,Seattle (King Co),126636,1707
2021-08-16,Vancouver (BC),156513,1780
2021-08-17,Portland (Multnomah Co),44472,642
2021-08-17,Seattle (King Co),126931,1712
2021-08-17,Vancouver (BC),157014,1781
2021-08-18,Portland (Multnomah Co),44666,642
2021-08-18,Seattle (King Co),127638,1718
2021-08-18,Vancouver (BC),157567,1782
2021-08-19,Portland (Multnomah Co),44891,642
2021-08-19,Seattle (King Co),128490,1724
2021-08-19,Vancouver (BC),158256,1784
2021-08-20,Portland (Multnomah Co),45122,642
2021-08-20,Seattle (King Co),129163,1725
2021-08-20,Vancouver (BC),158919,1785
2021-08-21,Portland (Multnomah Co),45122,642
2021-08-21,Seattle (King Co),129163,1725
2021-08-21,Vancouver (BC),159643,1785
2021-08-22,Portland (Multnomah Co),45122,642
2021-08-22,Seattle (King Co),129163,1725
2021-08-22,Vancouver (BC),160188,1785
2021-08-23,Portland (Multnomah Co),45701,642
2021-08-23,Seattle (King Co),130915,1727
2021-08-23,Vancouver (BC),160630,1801
2021-08-24,Portland (Multnomah Co),45849,642
2021-08-24,Seattle (King Co),131365,1734
2021-08-24,Vancouver (BC),161271,1801
2021-08-25,Portland (Multnomah Co),46112,642
2021-08-25,Seattle (King Co),131889,1738
2021-08-25,Vancouver (BC),161969,1802
2021-08-26,Portland (Multnomah Co),46295,642
2021-08-26,Seattle (King Co),132707,1750
2021-08-26,Vancouver (BC),162693,1804
2021-08-27,Portland (Multnomah Co),46532,642
2021-08-27,Seattle (King Co),133649,1755
2021-08-27,Vancouver (BC),163560,1807
2021-08-28,Portland (Multnomah Co),46532,642
2021-08-28,Seattle (King Co),133649,1755
2021-08-28,Vancouver (BC),164329,1807
2021-08-29,Portland (Multnomah Co),46532,642
2021-08-29,Seattle (King Co),133649,1755
2021-08-29,Vancouver (BC),164910,1807
2021-08-30,Portland (Multnomah Co),47097,642
2021-08-30,Seattle (King Co),135106,1759
2021-08-30,Vancouver (BC),165413,1814
2021-08-31,Portland (Multnomah Co),47305,642
2021-08-31,Seattle (King Co),135633,1769
2021-08-31,Vancouver (BC),166068,1816
2021-09-01,Portland (Multnomah Co),47566,642
2021-09-01,Seattle (King Co),136309,1773
2021-09-01,Vancouver (BC),166853,1818
2021-09-02,Portland (Multnomah Co),47813,642
2021-09-02,Seattle (King Co),137269,1774
2021-09-02,Vancouver (BC),167654,1824
2021-09-03,Portland (Multnomah Co),48100,642
2021-09-03,Seattle (King Co),137787,1778
2021-09-03,Vancouver (BC),168325,1827
2021-09-04,Portland (Multnomah Co),48100,642
2021-09-04,Seattle (King Co),137787,1778
2021-09-04,Vancouver (BC),168983,1827
2021-09-05,Portland (Multnomah Co),48100,642
2021-09-05,Seattle (King Co),137787,1778
2021-09-05,Vancouver (BC),169617,1827
2021-09-06,Portland (Multnomah Co),48100,642
2021-09-06,Seattle (King Co),137787,1778
2021-09-06,Vancouver (BC),170180,1827
2021-09-07,Portland (Multnomah Co),48867,642
2021-09-07,Seattle (King Co),139733,1782
2021-09-07,Vancouver (BC),170750,1842
2021-09-08,Portland (Multnomah Co),49010,642
2021-09-08,Seattle (King Co),140295,1799
2021-09-08,Vancouver (BC),171564,1842
2021-09-09,Portland (Multnomah Co),49212,642
2021-09-09,Seattle (King Co),140894,1810
2021-09-09,Vancouver (BC),172338,1847
2021-09-10,Portland (Multnomah Co),49451,642
2021-09-10,Seattle (King Co),141772,1814
2021-09-10,Vancouver (BC),173158,1856
2021-09-11,Portland (Multnomah Co),49451,642
2021-09-11,Seattle (King Co),141772,1814
2021-09-11,Vancouver (BC),173981,1856
2021-09-12,Portland (Multnomah Co),49451,642
2021-09-12,Seattle (King Co),141772,1814
2021-09-12,Vancouver (BC),174622,1856
2021-09-13,Portland (Multnomah Co),50080,642
2021-09-13,Seattle (King Co),143363,1818
2021-09-13,Vancouver (BC),175142,1865
2021-09-14,Portland (Multnomah Co),50234,642
2021-09-14,Seattle (King Co),143726,1824
2021-09-14,Vancouver (BC),175819,1866
2021-09-15,Portland (Multnomah Co),50387,642
2021-09-15,Seattle (King Co),144425,1829
2021-09-15,Vancouver (BC),176480,1873
2021-09-16,Portland (Multnomah Co),50628,642
2021-09-16,Seattle (King Co),145048,1831
2021-09-16,Vancouver (BC),177186,1877
2021-09-17,Portland (Multnomah Co),50840,642
2021-09-17,Seattle (King Co),145664,1837
2021-09-17,Vancouver (BC),177954,1888
2021-09-18,Portland (Multnomah Co),50840,642
2021-09-18,Seattle (King Co),145664,1837
2021-09-18,Vancouver (BC),178598,1888
2021-09-19,Portland (Multnomah Co),50840,642
2021-09-19,Seattle (King Co),145664,1837
2021-09-19,Vancouver (BC),179211,1888
2021-09-20,Portland (Multnomah Co),51245,642
2021-09-20,Seattle (King Co),146838,1842
2021-09-20,Vancouver (BC),179653,1899
2021-09-21,Portland (Multnomah Co),51325,643
2021-09-21,Seattle (King Co),147291,1851
2021-09-21,Vancouver (BC),180178,1900
2021-09-22,Portland (Multnomah Co),51616,643
2021-09-22,Seattle (King Co),147404,1851
2021-09-22,Vancouver (BC),180937,1910
2021-09-23,Portland (Multnomah Co),51823,643
2021-09-23,Seattle (King Co),148493,1856
2021-09-23,Vancouver (BC),181798,1915
2021-09-24,Portland (Multnomah Co),52083,644
2021-09-24,Seattle (King Co),148955,1856
2021-09-24,Vancouver (BC),182541,1922
2021-09-25,Portland (Multnomah Co),52083,644
2021-09-25,Seattle (King Co),148955,1856
2021-09-25,Vancouver (BC),183417,1922
2021-09-26,Portland (Multnomah Co),52083,644
2021-09-26,Seattle (King Co),148955,1856
2021-09-26,Vancouver (BC),184074,1922
2021-09-27,Portland (Multnomah Co),52543,645
2021-09-27,Seattle (King Co),150362,1868
2021-09-27,Vancouver (BC),184780,1940
2021-09-28,Portland (Multnomah Co),52638,648
2021-09-28,Seattle (King Co),150688,1876
2021-09-28,Vancouver (BC),185432,1942
2021-09-29,Portland (Multnomah Co),52822,649
2021-09-29,Seattle (King Co),151128,1885
2021-09-29,Vancouver (BC),186245,1953
2021-09-30,Portland (Multnomah Co),53026,650
2021-09-30,Seattle (King Co),151648,1889
2021-09-30,Vancouver (BC),186980,1962
2021-10-01,Portland (Multnomah Co),53193,652
2021-10-01,Seattle (King Co),152284,1897
2021-10-01,Vancouver (BC),187694,1973
2021-10-02,Portland (Multnomah Co),53193,652
2021-10-02,Seattle (King Co),152284,1897
2021-10-02,Vancouver (BC),188311,1973
2021-10-03,Portland (Multnomah Co),53193,652
2021-10-03,Seattle (King Co),152284,1897
2021-10-03,Vancouver (BC),189018,1973
2021-10-04,Portland (Multnomah Co),53661,652
2021-10-04,Seattle (King Co),153568,1901
2021-10-04,Vancouver (BC),189680,1983
2021-10-05,Portland (Multnomah Co),53783,655
2021-10-05,Seattle (King Co),153870,1907
2021-10-05,Vancouver (BC),190372,1983
2021-10-06,Portland (Multnomah Co),53894,657
2021-10-06,Seattle (King Co),154419,1915
2021-10-06,Vancouver (BC),191124,1992
2021-10-07,Portland (Multnomah Co),54040,666
2021-10-07,Seattle (King Co),154841,1915
2021-10-07,Vancouver (BC),191748,1996
2021-10-08,Portland (Multnomah Co),54202,668
2021-10-08,Seattle (King Co),155328,1922
2021-10-08,Vancouver (BC),192491,2001
2021-10-09,Portland (Multnomah Co),54202,668
2021-10-09,Seattle (King Co),155328,1922
2021-10-09,Vancouver (BC),193094,2001
2021-10-10,Portland (Multnomah Co),54202,668
2021-10-10,Seattle (King Co),155328,1922
2021-10-10,Vancouver (BC),193728,2001
2021-10-11,Portland (Multnomah Co),54569,668
2021-10-11,Seattle (King Co),156736,1927
2021-10-11,Vancouver (BC),194196,2001
2021-10-12,Portland (Multnomah Co),54651,678
2021-10-12,Seattle (King Co),156949,1928
2021-10-12,Vancouver (BC),194581,2029
2021-10-13,Portland (Multnomah Co),54647,680
2021-10-13,Seattle (King Co),157650,1931
2021-10-13,Vancouver (BC),195186,2033
2021-10-14,Portland (Multnomah Co),54701,686
2021-10-14,Seattle (King Co),158074,1941
2021-10-14,Vancouver (BC),195766,2042
2021-10-15,Portland (Multnomah Co),54797,689
2021-10-15,Seattle (King Co),158595,1944
2021-10-15,Vancouver (BC),196433,2055
2021-10-16,Portland (Multnomah Co),54797,689
2021-10-16,Seattle (King Co),158595,1944
2021-10-16,Vancouver (BC),197186,2055
2021-10-17,Portland (Multnomah Co),54797,689
2021-10-17,Seattle (King Co),158595,1944
2021-10-17,Vancouver (BC),197835,2055
2021-10-18,Portland (Multnomah Co),55306,692
2021-10-18,Seattle (King Co),159587,1951
2021-10-18,Vancouver (BC),198278,2081
2021-10-19,Portland (Multnomah Co),55417,699
2021-10-19,Seattle (King Co),159828,1958
2021-10-19,Vancouver (BC),198838,2086
2021-10-20,Portland (Multnomah Co),55528,700
2021-10-20,Seattle (King Co),160402,1965
2021-10-20,Vancouver (BC),199534,2092
2021-10-21,Portland (Multnomah Co),55695,704
2021-10-21,Seattle (King Co),160978,1969
2021-10-21,Vancouver (BC),200249,2096
2021-10-22,Portland (Multnomah Co),55810,707
2021-10-22,Seattle (King Co),161408,1972
2021-10-22,Vancouver (BC),200898,2109
2021-10-23,Portland (Multnomah Co),55810,707
2021-10-23,Seattle (King Co),161408,1972
2021-10-23,Vancouver (BC),201511,2109
2021-10-24,Portland (Multnomah Co),55810,707
2021-10-24,Seattle (King Co),161408,1972
2021-10-24,Vancouver (BC),202040,2109
2021-10-25,Portland (Multnomah Co),56103,709
2021-10-25,Seattle (King Co),162565,1976
2021-10-25,Vancouver (BC),202516,2129
2021-10-26,Portland (Multnomah Co),56287,712
2021-10-26,Seattle (King Co),162711,1990
2021-10-26,Vancouver (BC),202973,2131
2021-10-27,Portland (Multnomah Co),56445,713
2021-10-27,Seattle (King Co),163093,2000
2021-10-27,Vancouver (BC),203572,2137
2021-10-28,Portland (Multnomah Co),56549,718
2021-10-28,Seattle (King Co),163797,2004
2021-10-28,Vancouver (BC),204330,2147
2021-10-29,Portland (Multnomah Co),56757,718
2021-10-29,Seattle (King Co),164221,2009
2021-10-29,Vancouver (BC),204914,2156
2021-10-30,Portland (Multnomah Co),56757,718
2021-10-30,Seattle (King Co),164221,2009
2021-10-30,Vancouver (BC),205482,2156
2021-10-31,Portland (Multnomah Co),56757,718
2021-10-31,Seattle (King Co),164221,2009
2021-10-31,Vancouver (BC),205952,2156
2021-11-01,Portland (Multnomah Co),57170,718
2021-11-01,Seattle (King Co),165186,2014
2021-11-01,Vancouver (BC),206284,2181
2021-11-02,Portland (Multnomah Co),57273,723
2021-11-02,Seattle (King Co),165512,2024
2021-11-02,Vancouver (BC),206690,2186
2021-11-03,Portland (Multnomah Co),57399,732
2021-11-03,Seattle (King Co),165899,2030
2021-11-03,Vancouver (BC),207120,2192
2021-11-04,Portland (Multnomah Co),57536,745
2021-11-04,Seattle (King Co),166421,2035
2021-11-04,Vancouver (BC),207716,2200
2021-11-05,Portland (Multnomah Co),57661,746
2021-11-05,Seattle (King Co),166674,2036
2021-11-05,Vancouver (BC),208265,2201
2021-11-06,Portland (Multnomah Co),57661,746
2021-11-06,Seattle (King Co),166674,2036
2021-11-06,Vancouver (BC),208818,2201
2021-11-07,Portland (Multnomah Co),57661,746
2021-11-07,Seattle (King Co),166674,2036
2021-11-07,Vancouver (BC),209280,2201
2021-11-08,Portland (Multnomah Co),58026,762
2021-11-08,Seattle (King Co),167661,2045
2021-11-08,Vancouver (BC),209703,2218
2021-11-09,Portland (Multnomah Co),58121,765
2021-11-09,Seattle (King Co),167817,2047
2021-11-09,Vancouver (BC),210203,2223
2021-11-10,Portland (Multnomah Co),58255,776
2021-11-10,Seattle (King Co),168323,2049
2021-11-10,Vancouver (BC),210758,2234
2021-11-11,Portland (Multnomah Co),58255,776
2021-11-11,Seattle (King Co),168323,2049
2021-11-11,Vancouver (BC),211277,2234
2021-11-12,Portland (Multnomah Co),58525,778
2021-11-12,Seattle (King Co),168884,2052
2021-11-12,Vancouver (BC),211750,2257
2021-11-13,Portland (Multnomah Co),58525,778
2021-11-13,Seattle (King Co),168884,2052
2021-11-13,Vancouver (BC),212252,2257
2021-11-14,Portland (Multnomah Co),58525,778
2021-11-14,Seattle (King Co),168884,2052
2021-11-14,Vancouver (BC),212639,2257
2021-11-15,Portland (Multnomah Co),58827,792
